Pe,T,kappa,H_free,lp_free,lp_free_error,lp_free_R2,lp_free_individual,lp_free_individual_std,tau_decorr_free,tau_decorr_free_error,D_long,D_long_error,D_long_R2,D_long_n_points,H_conf,lp_conf,lp_conf_error,lp_conf_R2,lp_conf_individual,ttrap,ttrap_std,tau_decorr_cavity,transloc_rate_per_hour,transloc_success_rate,transloc_n_success,transloc_n_attempts,transloc_total_events,N_rot,tau_eff,tau_star,tau_geom,tau_0,tau_rot,D_r,mobility
0.2,0.04,0.35,,,,,,,,,,,,,3.293475,0.198832,0.0125,0.850685,,4.226515,8.565382,3.514,54.602119,69.52381,73.0,32.0,105.0,0.825,0.15,0.2,0.22,0.33,0.18,5.5006,6.666666666666667
0.2,0.04,0.4,5.514397,0.120066,0.0125,0.891587,0.190183,0.170531,23.838207,0.5,0.926511,0.000438,0.999956,201.0,2.272898,0.228733,0.0125,0.73248,,2.240525,2.436865,6.78,46.517262,98.461538,64.0,1.0,65.0,3.184,0.15,0.2,0.22,0.32,0.05,21.225,6.666666666666667
0.2,0.04,0.5,,,,,,,,,,,,,1.48088,0.076861,0.0125,0.892215,,11.289333,19.564323,3.532,98.00363,92.465753,135.0,11.0,146.0,9.266,0.17,0.23,0.28,0.32,0.02,55.598,5.88235294117647
0.2,0.04,0.65,4.617584,0.139061,0.0125,0.719325,0.262908,0.239438,33.788244,0.5,1.266681,0.000364,0.999984,201.0,1.082537,0.108141,0.0125,0.072048,,39.366667,54.847916,8.488,62.90126,96.629213,86.0,3.0,89.0,170.033,2.18,2.18,2.18,0.33,0.01,77.878,0.4587155963302752
0.2,0.06,0.15,4.869914,0.070928,0.0125,0.972297,0.069403,0.024288,18.140974,0.5,0.125151,0.000395,0.998023,201.0,5.063898,0.101382,0.0125,0.983887,,4.047799,5.776432,9.532,12.269447,16.666667,17.0,85.0,102.0,1.748,0.25,4.48,9.68,0.48,0.14,6.993,4.0
0.2,0.06,0.25,5.160929,0.081365,0.0125,0.961269,0.084324,0.037058,18.247269,0.5,0.469844,0.00231,0.995211,201.0,5.353003,0.126897,0.0125,0.993229,,10.43718,20.903444,9.528,11.738333,66.666667,16.0,8.0,24.0,1.765,0.18,0.28,6.28,0.38,0.1,9.6257,5.555555555555555
0.2,0.06,0.35,,,,,,,,,,,,,5.216164,0.198832,0.0125,0.850685,,4.226515,8.565382,3.514,54.602119,69.52381,73.0,32.0,105.0,1.422,0.15,0.22,0.25,0.37,0.11,9.4793,6.666666666666667
0.2,0.06,0.4,6.014807,0.10424,0.0125,0.973731,0.136,0.093539,23.838207,0.5,0.926511,0.000438,0.999956,201.0,5.168484,0.228733,0.0125,0.73248,,2.240525,2.436865,6.78,46.517262,98.461538,64.0,1.0,65.0,2.716,0.15,0.22,0.23,0.35,0.06,18.104,6.666666666666667
0.2,0.06,0.5,,,,,,,,,,,,,4.802127,0.235214,0.0125,0.591912,,2.568841,2.568639,3.532,98.00363,92.465753,135.0,11.0,146.0,3.556,0.13,0.18,0.2,0.33,0.04,26.67,7.692307692307692
0.2,0.06,0.65,4.617584,0.186529,0.0125,0.994884,0.262908,0.239438,28.368466,0.5,1.266681,0.000364,0.999984,201.0,3.083565,0.108141,0.0125,0.072048,,39.366667,54.847916,8.488,62.90126,96.629213,86.0,3.0,89.0,7.102,0.13,0.18,0.22,0.33,0.02,53.263,7.692307692307692
0.2,0.08,0.15,4.869914,0.070928,0.0125,0.972297,0.069403,0.024288,18.140974,0.5,0.125151,0.000395,0.998023,201.0,4.981026,0.101382,0.0125,0.983887,,4.815432,4.550363,9.532,4.392923,5.194805,4.0,73.0,77.0,0.923,0.27,3.5,11.4,0.6,0.29,3.4603,3.7037037037037033
0.2,0.08,0.25,5.160929,0.081365,0.0125,0.961269,0.084324,0.037058,18.247269,0.5,0.469844,0.00231,0.995211,201.0,5.354957,0.126897,0.0125,0.993229,,3.241036,3.847349,9.528,26.622843,31.304348,36.0,79.0,115.0,1.605,0.2,3.82,8.32,0.37,0.12,8.0265,5.0
0.2,0.08,0.35,,,,,,,,,,,,,5.529423,0.198832,0.0125,0.850685,,4.226515,8.565382,8.04,54.602119,69.52381,73.0,32.0,105.0,1.588,0.17,0.28,5.18,0.35,0.1,9.5273,5.88235294117647
0.2,0.08,0.4,6.014807,0.10424,0.0125,0.973731,0.136,0.093539,23.838207,0.5,0.926511,0.000438,0.999956,201.0,5.579534,0.228733,0.0125,0.73248,,2.240525,2.436865,6.78,46.517262,98.461538,64.0,1.0,65.0,1.959,0.15,0.23,0.27,0.37,0.08,13.058,6.666666666666667
0.2,0.08,0.5,,,,,,,,,,,,,5.530643,0.235214,0.0125,0.591912,,2.568841,2.568639,5.148,98.00363,92.465753,135.0,11.0,146.0,3.604,0.15,0.2,0.23,0.33,0.04,24.024,6.666666666666667
0.2,0.08,0.65,4.617584,0.186529,0.0125,0.994884,0.262908,0.239438,28.368466,0.5,1.266681,0.000364,0.999984,201.0,5.352616,0.108141,0.0125,0.072048,,39.366667,54.847916,8.488,62.90126,96.629213,86.0,3.0,89.0,2.679,0.13,0.18,0.2,0.33,0.05,20.091,7.692307692307692
0.2,0.1,0.15,4.869914,0.070928,0.0125,0.972297,0.069403,0.024288,18.140974,0.5,0.125151,0.000395,0.998023,201.0,4.923613,0.101382,0.0125,0.983887,,6.571272,7.075272,9.532,2.303263,3.448276,3.0,84.0,87.0,1.901,0.35,10.55,10.68,0.65,0.18,5.4318,2.857142857142857
0.2,0.1,0.25,5.160929,0.081365,0.0125,0.961269,0.084324,0.037058,18.247269,0.5,0.469844,0.00231,0.995211,201.0,5.163764,0.108661,0.0125,0.993141,,3.788889,3.35741,9.528,10.85209,14.851485,15.0,86.0,101.0,0.896,0.22,7.62,12.37,0.4,0.24,4.1366,4.545454545454546
0.2,0.1,0.35,,,,,,,,,,,,,5.519254,0.198832,0.0125,0.850685,,2.562198,2.557279,9.364,44.972799,48.062016,62.0,67.0,129.0,1.919,0.17,0.27,5.45,0.37,0.09,11.513,5.88235294117647
0.2,0.1,0.4,6.014807,0.10424,0.0125,0.973731,0.136,0.093539,23.838207,0.5,0.926511,0.000438,0.999956,201.0,5.528814,0.228733,0.0125,0.73248,,3.397706,3.397559,9.381,68.633353,67.375887,95.0,46.0,141.0,2.842,0.17,0.27,3.9,0.35,0.06,17.052,5.88235294117647
0.2,0.1,0.5,,,,,,,,,,,,,5.537317,0.235214,0.0125,0.591912,,2.568841,2.568639,8.87,98.00363,92.465753,135.0,11.0,146.0,1.79,0.15,0.22,0.25,0.33,0.08,11.931,6.666666666666667
0.2,0.1,0.65,4.617584,0.186529,0.0125,0.994884,0.262908,0.239438,28.368466,0.5,1.266681,0.000364,0.999984,201.0,5.586673,0.108141,0.0125,0.072048,,2.124051,2.285103,8.488,62.90126,96.629213,86.0,3.0,89.0,1.995,0.13,0.2,0.22,0.32,0.07,14.962,7.692307692307692
0.2,0.1,1.0,,,,,,,,,,,,,4.704474,,,,,2.398718,3.17587,7.853,105.457463,97.986577,146.0,3.0,149.0,4.916,0.13,0.18,0.2,0.32,0.03,36.87,7.692307692307692
0.2,0.1,3.0,,,,,,,,,,,,,2.60201,,,,,0.718254,0.361129,6.503,,,,,,118.111,0.13,0.18,0.2,0.3,0.0,885.83,7.692307692307692
0.2,0.1,5.0,,,,,,,,,,,,,3.124619,,,,,3.723874,13.858466,7.615,,,,,,199.571,0.12,0.15,0.17,0.32,0.0,1710.6,8.333333333333334
0.2,0.1,10.0,,,,,,,,,,,,,4.69125,,,,,0.859471,0.719094,8.882,,,,,,7.704,0.12,0.15,0.17,0.32,0.02,66.035,8.333333333333334
0.2,0.15,0.15,5.262277,0.066995,0.0125,0.984971,0.069403,0.024288,19.286118,0.5,0.209994,0.000475,0.998984,201.0,4.788795,0.089224,0.0125,0.986711,,5.660588,5.182651,9.532,3.127036,4.705882,4.0,81.0,85.0,1.686,0.35,7.03,10.98,0.63,0.21,4.8172,2.857142857142857
0.2,0.15,0.25,5.454769,0.076618,0.0125,0.980524,0.084324,0.037058,18.247269,0.5,0.29625,0.000674,0.998971,201.0,4.940243,0.108661,0.0125,0.993141,,5.578692,5.553604,9.352,4.334216,6.410256,5.0,73.0,78.0,1.857,0.3,3.38,12.93,0.65,0.16,6.1891,3.3333333333333335
0.2,0.15,0.35,,,,,,,,,,,,,5.118651,0.174942,0.0125,0.958898,,2.562198,2.557279,9.364,20.458697,20.588235,28.0,108.0,136.0,0.923,0.22,7.35,9.35,0.38,0.23,4.2589,4.545454545454546
0.2,0.15,0.4,6.014807,0.10424,0.0125,0.973731,0.136,0.093539,19.372487,0.5,0.501016,5e-05,0.999998,201.0,5.243992,0.140316,0.0125,0.941188,,3.397706,3.397559,9.381,30.03663,31.29771,41.0,90.0,131.0,1.13,0.2,0.37,13.83,0.37,0.18,5.6486,5.0
0.2,0.15,0.5,,,,,,,,,,,,,5.398767,0.235214,0.0125,0.591912,,2.568841,2.568639,9.517,54.57898,55.223881,74.0,60.0,134.0,1.654,0.17,0.32,4.57,0.35,0.1,9.9244,5.88235294117647
0.2,0.15,0.65,5.870108,0.186529,0.0125,0.994884,0.272711,0.197422,28.368466,0.5,0.930161,0.00011,0.999997,201.0,5.500745,0.245493,0.0125,0.632055,,1.843275,1.643313,8.905,90.39775,77.160494,125.0,37.0,162.0,2.241,0.15,0.22,0.27,0.33,0.07,14.938,6.666666666666667
0.2,0.2,0.15,5.344179,0.060517,0.0125,0.969644,0.063768,0.027316,16.595179,0.5,0.42877,0.001215,0.998406,201.0,4.782227,0.094605,0.0125,0.978986,,6.057619,6.593876,10.542,4.45269,8.571429,6.0,64.0,70.0,1.192,0.28,13.5,19.38,0.5,0.24,4.2066,3.571428571428571
0.2,0.2,0.25,5.471377,0.068141,0.0125,0.985253,0.074398,0.036162,18.448309,0.5,0.353003,0.000892,0.99873,201.0,4.87727,0.102088,0.0125,0.990894,,5.605967,5.531247,10.299,5.246721,8.860759,7.0,72.0,79.0,1.73,0.28,10.23,13.4,0.58,0.16,6.1057,3.571428571428571
0.2,0.2,0.35,,,,,,,,,,,,,4.977721,0.117841,0.0125,0.982354,,4.800183,4.457547,9.985,9.529627,14.942529,13.0,74.0,87.0,1.818,0.25,5.13,9.33,0.67,0.14,7.2724,4.0
0.2,0.2,0.4,5.640767,0.084048,0.0125,0.991246,0.100605,0.066722,18.724317,0.5,0.385017,0.000324,0.999859,201.0,5.007057,0.132761,0.0125,0.969367,,4.145185,3.826674,9.573,8.727273,13.636364,12.0,76.0,88.0,1.413,0.23,7.28,7.53,0.43,0.17,6.057,4.3478260869565215
0.2,0.2,0.5,,,,,,,,,,,,,5.173375,0.136359,0.0125,0.881121,,3.627684,3.461387,9.69,14.235501,14.876033,18.0,103.0,121.0,2.039,0.2,5.63,7.18,0.4,0.1,10.197,5.0
0.2,0.2,0.65,5.957862,0.113184,0.0125,0.985792,0.152066,0.118033,24.397954,0.5,0.470711,0.000145,0.999981,201.0,5.344283,0.176373,0.0125,0.74641,,2.918321,3.271936,9.476,34.363976,35.658915,46.0,83.0,129.0,1.638,0.17,0.33,6.02,0.38,0.1,9.8296,5.88235294117647
0.2,0.3,0.15,,,,,,,,,,,,,4.725631,0.07819,0.0125,0.955857,,5.223563,5.124229,10.507,8.202154,12.5,11.0,77.0,88.0,0.941,0.28,3.57,10.55,0.53,0.3,3.3195,3.571428571428571
0.2,0.3,0.25,,,,,,,,,,,,,4.818464,0.096816,0.0125,0.973231,,4.853148,4.611603,10.532,7.424867,8.045977,7.0,80.0,87.0,2.348,0.28,6.03,14.53,0.55,0.12,8.2869,3.571428571428571
0.2,0.3,0.35,,,,,,,,,,,,,4.836625,0.10373,0.0125,0.963505,,4.907143,4.099834,10.273,11.798121,17.045455,15.0,73.0,88.0,1.707,0.25,6.48,13.47,0.52,0.15,6.8267,4.0
0.2,0.3,0.4,,,,,,,,,,,,,4.876937,0.093966,0.0125,0.982003,,4.813916,4.979128,10.44,7.291878,9.615385,10.0,94.0,104.0,3.111,0.27,4.42,8.45,0.62,0.09,11.667,3.7037037037037033
0.2,0.3,0.5,,,,,,,,,,,,,4.895252,0.112931,0.0125,0.969495,,5.065625,5.044629,9.758,12.978819,18.390805,16.0,71.0,87.0,1.611,0.25,4.48,15.3,0.42,0.16,6.4433,4.0
0.2,0.3,0.65,,,,,,,,,,,,,5.026626,0.142772,0.0125,0.886734,,3.873167,3.421062,9.607,19.177498,25.0,25.0,75.0,100.0,1.769,0.22,2.7,7.27,0.43,0.12,8.1663,4.545454545454546
0.22,0.1,0.59,,,,,,,,,,,,,5.678486,,,,,1.777053,1.881726,8.437,91.855113,74.780059,255.0,86.0,341.0,,,,,,,,
0.3,0.02,0.15,4.869914,0.070928,0.0125,0.972297,0.073077,0.019922,18.140974,0.5,0.125151,0.000395,0.998023,201.0,4.873031,0.1086,0.0125,0.985383,,5.128105,5.418904,7.037,7.980653,8.333333,11.0,121.0,132.0,0.382,0.13,0.2,0.25,0.27,0.35,2.8678,7.692307692307692
0.3,0.02,0.25,5.160929,0.081365,0.0125,0.961269,0.091392,0.052917,19.922051,0.5,0.469844,0.00231,0.995211,201.0,4.709071,0.135763,0.0125,0.998599,,2.476205,2.283941,6.884,57.327152,42.934783,79.0,105.0,184.0,1.157,0.1,0.13,0.15,0.23,0.09,11.575,10.0
0.3,0.02,0.35,,,,,,,,,,,,,3.172848,0.229878,0.0125,0.964092,,1.545891,1.733025,5.814,108.043217,83.333333,150.0,30.0,180.0,3.417,0.08,0.12,0.13,0.23,0.02,40.999,12.5
0.3,0.02,0.4,5.514397,0.120066,0.0125,0.891587,0.190183,0.170531,23.838207,0.5,0.926511,0.000438,0.999956,201.0,2.748127,0.91176,0.0125,0.685569,,2.459394,6.021092,6.662,109.59343,94.409938,152.0,9.0,161.0,6.624,0.08,0.12,0.12,0.23,0.01,79.49,12.5
0.3,0.02,0.5,,,,,,,,,,,,,1.774027,0.108364,0.0125,0.12549,,1.192564,1.199962,6.565,162.817691,89.328063,226.0,27.0,253.0,3.056,0.08,0.12,0.12,0.23,0.03,36.675,12.5
0.3,0.02,0.65,5.39776,0.323866,0.0125,0.995482,0.380131,0.223293,22.175894,0.5,2.423592,0.00042,0.999994,201.0,1.333826,0.095531,0.0125,0.905048,,1.079397,1.053524,6.357,191.466127,98.87218,263.0,3.0,266.0,11.95,0.08,0.12,0.12,0.23,0.01,143.4,12.5
0.3,0.04,0.15,4.869914,0.070928,0.0125,0.972297,0.073077,0.019922,18.140974,0.5,0.125151,0.000395,0.998023,201.0,5.203753,0.086685,0.0125,0.984426,,5.686932,6.639941,7.037,7.980653,8.333333,11.0,121.0,132.0,1.481,0.17,3.83,6.92,0.28,0.11,8.8886,5.88235294117647
0.3,0.04,0.25,5.160929,0.081365,0.0125,0.961269,0.091392,0.052917,19.922051,0.5,0.469844,0.00231,0.995211,201.0,5.692928,0.135763,0.0125,0.998599,,2.948691,3.288716,6.828,57.327152,42.934783,79.0,105.0,184.0,0.807,0.12,0.17,0.2,0.25,0.14,6.9178,8.333333333333334
0.3,0.04,0.35,,,,,,,,,,,,,5.73578,0.229878,0.0125,0.964092,,1.545891,1.733025,5.814,108.043217,83.333333,150.0,30.0,180.0,2.646,0.1,0.13,0.15,0.23,0.04,26.46,10.0
0.3,0.04,0.4,5.514397,0.120066,0.0125,0.891587,0.190183,0.170531,23.838207,0.5,0.926511,0.000438,0.999956,201.0,5.62374,0.91176,0.0125,0.685569,,2.459394,6.021092,6.662,109.59343,94.409938,152.0,9.0,161.0,4.027,0.1,0.12,0.13,0.23,0.02,40.273,10.0
0.3,0.04,0.5,,,,,,,,,,,,,5.388459,0.367828,0.0125,0.802025,,1.192564,1.199962,6.615,162.817691,89.328063,226.0,27.0,253.0,5.221,0.08,0.12,0.13,0.23,0.02,62.654,12.5
0.3,0.04,0.65,5.39776,0.323866,0.0125,0.995482,0.380131,0.223293,22.175894,0.5,2.423592,0.00042,0.999994,201.0,5.013611,0.095531,0.0125,0.905048,,1.119381,1.036389,6.449,191.466127,98.87218,263.0,3.0,266.0,11.996,0.08,0.12,0.12,0.23,0.01,143.95,12.5
0.3,0.06,0.15,4.869914,0.070928,0.0125,0.972297,0.069403,0.024288,18.140974,0.5,0.125151,0.000395,0.998023,201.0,5.094935,0.076035,0.0125,0.987072,,5.686932,6.639941,7.037,7.980653,8.333333,11.0,121.0,132.0,0.823,0.2,4.48,9.67,0.38,0.24,4.1146,5.0
0.3,0.06,0.25,5.160929,0.089057,0.0125,0.972835,0.084324,0.037058,18.247269,0.5,0.469844,0.00231,0.995211,201.0,5.508797,0.123276,0.0125,0.99772,,2.948691,3.288716,6.828,57.327152,42.934783,79.0,105.0,184.0,1.457,0.13,0.23,5.77,0.27,0.09,10.925,7.692307692307692
0.3,0.06,0.35,5.871156,0.089057,0.0125,0.972835,0.10738,0.071526,16.066755,0.5,0.484246,0.000144,0.999982,201.0,5.717087,0.123276,0.0125,0.99772,,1.545891,1.733025,5.814,108.043217,83.333333,150.0,30.0,180.0,1.997,0.1,0.15,0.18,0.23,0.05,19.966,10.0
0.3,0.06,0.4,5.514397,0.107662,0.0125,0.977119,0.136,0.093539,16.731606,0.5,0.926511,0.000438,0.999956,201.0,5.747485,0.91176,0.0125,0.685569,,2.459394,6.021092,6.662,109.59343,94.409938,152.0,9.0,161.0,2.017,0.1,0.13,0.15,0.23,0.05,20.175,10.0
0.3,0.06,0.5,6.055859,0.129513,0.0125,0.990776,0.186513,0.147556,17.556297,0.5,0.930146,0.000168,0.999994,201.0,5.687154,0.367828,0.0125,0.802025,,1.336921,1.317201,6.615,162.817691,89.328063,226.0,27.0,253.0,4.622,0.1,0.13,0.13,0.23,0.02,46.221,10.0
0.3,0.06,0.65,5.39776,0.170799,0.0125,0.994587,0.249763,0.184083,18.668564,0.5,2.423592,0.00042,0.999994,201.0,5.546837,0.874147,0.0125,0.684338,,1.119381,1.036389,6.449,191.466127,98.87218,263.0,3.0,266.0,5.54,0.08,0.12,0.13,0.23,0.02,66.484,12.5
0.3,0.08,0.15,4.869914,0.070928,0.0125,0.972297,0.069403,0.024288,18.140974,0.5,0.125151,0.000395,0.998023,201.0,4.965281,0.076035,0.0125,0.987072,,5.686932,6.639941,7.037,3.913043,4.716981,5.0,101.0,106.0,1.371,0.22,3.57,7.52,0.88,0.16,6.328,4.545454545454546
0.3,0.08,0.25,5.160929,0.089057,0.0125,0.972835,0.084324,0.037058,18.247269,0.5,0.469844,0.00231,0.995211,201.0,5.364959,0.123276,0.0125,0.99772,,2.948691,3.288716,6.828,22.01386,18.404908,30.0,133.0,163.0,1.244,0.15,0.65,4.95,0.3,0.12,8.2963,6.666666666666667
0.3,0.08,0.35,5.871156,0.089057,0.0125,0.972835,0.10738,0.071526,16.066755,0.5,0.484246,0.000144,0.999982,201.0,5.567773,0.123276,0.0125,0.99772,,1.545891,1.733025,6.675,88.210484,50.413223,122.0,120.0,242.0,1.304,0.12,0.18,2.45,0.25,0.09,11.178,8.333333333333334
0.3,0.08,0.4,5.514397,0.107662,0.0125,0.977119,0.136,0.093539,16.731606,0.5,0.926511,0.000438,0.999956,201.0,5.67977,0.91176,0.0125,0.685569,,1.509722,1.436002,6.662,120.702888,67.755102,166.0,79.0,245.0,2.386,0.12,0.17,0.2,0.25,0.05,20.455,8.333333333333334
0.3,0.08,0.5,6.055859,0.129513,0.0125,0.990776,0.186513,0.147556,17.556297,0.5,0.930146,0.000168,0.999994,201.0,5.743873,0.367828,0.0125,0.802025,,1.336921,1.317201,6.615,162.817691,89.328063,226.0,27.0,253.0,2.591,0.1,0.13,0.15,0.23,0.04,25.906,10.0
0.3,0.08,0.65,5.39776,0.170799,0.0125,0.994587,0.249763,0.184083,18.668564,0.5,2.423592,0.00042,0.999994,201.0,5.691778,0.874147,0.0125,0.684338,,1.119381,1.036389,6.449,191.466127,98.87218,263.0,3.0,266.0,3.728,0.1,0.12,0.13,0.23,0.03,37.28,10.0
0.3,0.1,0.15,4.869914,0.070928,0.0125,0.972297,0.069403,0.024288,18.140974,0.5,0.125151,0.000395,0.998023,201.0,4.829759,0.076035,0.0125,0.987072,,5.686932,6.639941,7.037,1.650619,1.980198,2.0,99.0,101.0,1.461,0.23,6.48,10.65,0.67,0.16,6.2616,4.3478260869565215
0.3,0.1,0.25,5.160929,0.089057,0.0125,0.972835,0.084324,0.037058,18.247269,0.5,0.469844,0.00231,0.995211,201.0,5.253795,0.123276,0.0125,0.99772,,2.948691,3.288716,6.828,7.294012,5.590062,9.0,152.0,161.0,1.697,0.17,1.85,8.35,0.73,0.1,10.184,5.88235294117647
0.3,0.1,0.3,5.871156,0.089057,0.0125,0.972835,0.10738,0.071526,16.066755,0.5,0.484246,0.000144,0.999982,201.0,5.354326,0.123276,0.0125,0.99772,,3.111887,3.127366,6.828,7.294012,5.590062,9.0,152.0,161.0,1.665,0.15,2.47,8.38,0.3,0.09,11.103,6.666666666666667
0.3,0.1,0.35,5.871156,0.089057,0.0125,0.972835,0.10738,0.071526,16.066755,0.5,0.484246,0.000144,0.999982,201.0,5.437277,0.123276,0.0125,0.99772,,3.111887,3.127366,6.908,38.18291,25.358852,53.0,156.0,209.0,1.682,0.13,0.23,5.75,0.27,0.08,12.614,7.692307692307692
0.3,0.1,0.4,5.514397,0.107662,0.0125,0.977119,0.136,0.093539,16.731606,0.5,0.926511,0.000438,0.999956,201.0,5.612912,0.312731,0.0125,0.916678,,1.509722,1.436002,7.079,62.193652,41.148325,86.0,123.0,209.0,1.801,0.12,0.2,4.27,0.27,0.06,15.439,8.333333333333334
0.3,0.1,0.5,6.055859,0.129513,0.0125,0.990776,0.186513,0.147556,17.556297,0.5,0.930146,0.000168,0.999994,201.0,5.724283,0.367828,0.0125,0.802025,,1.336921,1.317201,6.615,112.477324,63.52459,155.0,89.0,244.0,2.499,0.1,0.15,0.18,0.25,0.04,24.989,10.0
0.3,0.1,0.65,5.39776,0.170799,0.0125,0.994587,0.249763,0.184083,18.668564,0.5,2.423592,0.00042,0.999994,201.0,5.715721,0.21038,0.0125,0.780826,,1.119381,1.036389,6.449,174.344607,90.298507,242.0,26.0,268.0,2.36,0.1,0.13,0.15,0.23,0.04,23.603,10.0
0.3,0.1,0.8,5.043539,0.218587,0.0125,0.995769,0.305459,0.206028,24.619507,0.5,3.279504,0.000847,0.999987,201.0,5.659397,,,,,1.162261,1.194348,6.372,,,,,,4.617,0.1,0.12,0.13,0.22,0.02,46.168,10.0
0.3,0.1,1.0,5.512341,0.288553,0.0125,0.997179,0.364012,0.221391,21.332018,0.5,2.302335,0.000782,0.999977,201.0,5.53377,,,,,1.014568,1.084415,6.174,191.035175,97.416974,264.0,7.0,271.0,7.376,0.08,0.12,0.13,0.23,0.01,88.514,12.5
0.3,0.1,1.0,5.512341,0.288553,0.0125,0.997179,0.364012,0.221391,21.332018,0.5,2.302335,0.000782,0.999977,201.0,5.53377,,,,,1.014568,1.084415,6.174,191.035175,97.416974,264.0,7.0,271.0,8.283,0.08,0.12,0.13,0.22,0.01,99.391,12.5
0.3,0.1,1.0,5.512341,0.288553,0.0125,0.997179,0.364012,0.221391,21.332018,0.5,2.302335,0.000782,0.999977,201.0,5.53377,,,,,1.014568,1.084415,6.174,191.035175,97.416974,264.0,7.0,271.0,7.376,0.08,0.12,0.13,0.23,0.01,88.514,12.5
0.3,0.1,1.0,5.512341,0.288553,0.0125,0.997179,0.364012,0.221391,21.332018,0.5,2.302335,0.000782,0.999977,201.0,5.53377,,,,,1.014568,1.084415,6.174,191.035175,97.416974,264.0,7.0,271.0,8.283,0.08,0.12,0.13,0.22,0.01,99.391,12.5
0.3,0.1,3.0,,,,,,,,,,,,,4.532185,,,,,1.255683,1.882631,5.641,,,,,,22.18,0.08,0.1,0.12,0.22,0.0,266.16,12.5
0.3,0.1,5.0,,,,,,,,,,,,,2.788574,,,,,1.053409,4.980348,5.318,,,,,,161.689,0.08,0.1,0.12,0.22,0.0,1940.3,12.5
0.3,0.1,10.0,,,,,,,,,,,,,3.644722,,,,,0.869759,4.287796,5.942,,,,,,293.944,0.08,0.1,0.12,0.22,0.0,3527.3,12.5
0.3,0.15,0.15,5.262277,0.066995,0.0125,0.984971,0.069403,0.024288,19.286118,0.5,0.209994,0.000475,0.998984,201.0,4.768016,0.076035,0.0125,0.987072,,6.393922,7.154383,6.812,2.361688,3.529412,3.0,82.0,85.0,2.076,0.25,11.47,16.22,0.72,0.12,8.3028,4.0
0.3,0.15,0.25,5.454769,0.089057,0.0125,0.972835,0.084324,0.037058,18.247269,0.5,0.29625,0.000674,0.998971,201.0,4.968294,0.123276,0.0125,0.99772,,4.292398,4.155231,6.906,8.368201,7.462687,10.0,124.0,134.0,1.268,0.22,4.7,8.35,0.65,0.17,5.8512,4.545454545454546
0.3,0.15,0.35,5.871156,0.089057,0.0125,0.972835,0.10738,0.071526,16.066755,0.5,0.484246,0.000144,0.999982,201.0,5.212592,0.123276,0.0125,0.99772,,3.111887,3.127366,6.908,14.905208,10.91954,19.0,155.0,174.0,2.274,0.17,1.35,4.78,0.33,0.07,13.645,5.88235294117647
0.3,0.15,0.4,5.88348,0.107662,0.0125,0.977119,0.136,0.093539,16.731606,0.5,0.575948,0.001427,0.998779,201.0,5.308049,0.192274,0.0125,0.989394,,2.52953,2.21294,7.079,21.065375,14.356436,29.0,173.0,202.0,1.36,0.13,1.97,4.7,0.28,0.1,10.199,7.692307692307692
0.3,0.15,0.5,6.055859,0.129513,0.0125,0.990776,0.186513,0.147556,17.556297,0.5,0.930146,0.000168,0.999994,201.0,5.488144,0.177815,0.0125,0.966163,,1.336921,1.317201,6.93,52.163413,33.179724,72.0,145.0,217.0,1.151,0.12,0.2,4.97,0.27,0.1,9.8664,8.333333333333334
0.3,0.15,0.65,5.947508,0.170799,0.0125,0.994587,0.249763,0.184083,18.668564,0.5,1.313021,0.000339,0.999987,201.0,5.601936,0.21038,0.0125,0.780826,,1.636699,1.533233,6.685,104.138208,57.370518,144.0,107.0,251.0,1.629,0.1,0.17,0.2,0.23,0.06,16.29,10.0
